"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"15.11.2020","2.145,0","2.020,0","2.159,0","2.020,0","8,01M","7,25%"
"08.11.2020","2.000,0","1.870,0","2.025,0","1.870,0","55,42M","9,11%"
"01.11.2020","1.833,0","1.795,0","1.893,0","1.795,0","27,81M","2,35%"
"25.10.2020","1.791,0","1.851,0","1.851,0","1.615,0","58,85M","-3,71%"
"18.10.2020","1.860,0","1.871,0","1.916,0","1.837,0","34,59M","-1,06%"
"11.10.2020","1.880,0","1.920,0","1.920,0","1.839,0","27,32M","-2,99%"
"04.10.2020","1.938,0","1.933,0","1.972,0","1.866,0","31,50M","1,47%"
"27.09.2020","1.910,0","1.950,0","1.985,0","1.835,0","44,89M","-0,52%"
"20.09.2020","1.920,0","2.060,0","2.065,0","1.910,0","80,32M","-9,22%"
"13.09.2020","2.115,0","2.030,0","2.115,0","1.995,0","65,92M","4,44%"
"06.09.2020","2.025,0","2.130,0","2.155,0","2.005,0","36,87M","-5,59%"
"30.08.2020","2.145,0","2.190,0","2.210,0","2.125,0","64,17M","-1,38%"
"23.08.2020","2.175,0","2.185,0","2.270,0","2.150,0","39,52M","-0,23%"
"16.08.2020","2.180,0","2.180,0","2.220,0","2.140,0","38,49M","-0,91%"
"09.08.2020","2.200,0","2.190,0","2.225,0","2.165,0","16,96M","1,38%"
"02.08.2020","2.170,0","2.150,0","2.260,0","2.100,0","40,34M","4,33%"
"26.07.2020","2.080,0","2.200,0","2.265,0","2.080,0","47,62M","-6,31%"
"19.07.2020","2.220,0","2.190,0","2.260,0","2.185,0","17,91M","0,00%"
"12.07.2020","2.220,0","2.085,0","2.230,0","2.065,0","37,57M","6,73%"
"05.07.2020","2.080,0","2.110,0","2.130,0","2.020,0","43,97M","-0,95%"
"28.06.2020","2.100,0","2.105,0","2.120,0","2.050,0","13,02M","1,45%"
"21.06.2020","2.070,0","2.145,0","2.180,0","2.035,0","22,60M","-3,27%"
"14.06.2020","2.140,0","2.190,0","2.260,0","2.105,0","54,86M","0,71%"
"07.06.2020","2.125,0","2.350,0","2.430,0","2.060,0","46,79M","-9,38%"
"31.05.2020","2.345,0","1.945,0","2.345,0","1.945,0","65,16M","17,84%"
"24.05.2020","1.990,0","2.005,0","2.030,0","1.920,0","50,67M","1,02%"
"17.05.2020","1.970,0","1.990,0","2.075,0","1.935,0","28,92M","2,07%"
"10.05.2020","1.930,0","2.050,0","2.085,0","1.855,0","32,98M","-5,39%"
"03.05.2020","2.040,0","2.000,0","2.085,0","1.900,0","54,42M","-2,39%"
"26.04.2020","2.090,0","1.860,0","2.175,0","1.850,0","45,22M","9,42%"
"19.04.2020","1.910,0","1.940,0","2.135,0","1.750,0","55,50M","-2,05%"
"12.04.2020","1.950,0","2.380,0","2.400,0","1.910,0","61,82M","-17,37%"
"05.04.2020","2.360,0","2.270,0","2.385,0","2.180,0","31,62M","3,96%"
"29.03.2020","2.270,0","1.800,0","2.270,0","1.700,0","59,86M","22,04%"
"22.03.2020","1.860,0","1.480,0","2.010,0","1.480,0","50,34M","25,25%"
"15.03.2020","1.485,0","1.855,0","1.960,0","1.300,0","70,25M","-23,45%"
"08.03.2020","1.940,0","2.950,0","2.950,0","1.905,0","65,56M","-34,57%"
"01.03.2020","2.965,0","3.140,0","3.195,0","2.950,0","60,93M","-4,51%"
"23.02.2020","3.105,0","3.375,0","3.375,0","3.000,0","85,55M","-9,34%"
"16.02.2020","3.425,0","3.325,0","3.495,0","3.315,0","36,56M","3,01%"
"09.02.2020","3.325,0","3.200,0","3.395,0","3.195,0","30,50M","3,42%"
"02.02.2020","3.215,0","3.160,0","3.235,0","3.120,0","31,53M","1,10%"
"26.01.2020","3.180,0","3.285,0","3.285,0","3.140,0","63,58M","-3,34%"
"19.01.2020","3.290,0","3.375,0","3.385,0","3.285,0","20,73M","-2,81%"
"12.01.2020","3.385,0","3.400,0","3.435,0","3.370,0","35,39M","-0,44%"
"05.01.2020","3.400,0","3.390,0","3.410,0","3.300,0","32,51M","0,59%"
"29.12.2019","3.380,0","3.340,0","3.380,0","3.295,0","10,65M","1,20%"
"22.12.2019","3.340,0","3.300,0","3.370,0","3.300,0","6,06M","0,60%"
"15.12.2019","3.320,0","3.330,0","3.345,0","3.230,0","35,54M","-0,15%"
"08.12.2019","3.325,0","3.290,0","3.340,0","3.245,0","20,40M","0,76%"
"01.12.2019","3.300,0","3.250,0","3.340,0","3.175,0","36,23M","0,30%"
"24.11.2019","3.290,0","3.140,0","3.290,0","3.120,0","46,71M","3,79%"
"17.11.2019","3.170,0","3.115,0","3.170,0","3.070,0","19,36M","0,79%"
"10.11.2019","3.145,0","3.160,0","3.190,0","3.035,0","25,84M","0,48%"
"03.11.2019","3.130,0","3.095,0","3.180,0","3.095,0","28,37M","1,29%"
"27.10.2019","3.090,0","3.050,0","3.090,0","3.010,0","31,23M","1,48%"
"20.10.2019","3.045,0","2.910,0","3.050,0","2.875,0","28,01M","4,46%"
"13.10.2019","2.915,0","2.990,0","3.020,0","2.910,0","26,39M","-2,67%"
"06.10.2019","2.995,0","2.955,0","3.015,0","2.895,0","16,36M","1,87%"
"29.09.2019","2.940,0","2.960,0","2.985,0","2.870,0","30,42M","-1,67%"
"22.09.2019","2.990,0","2.995,0","3.010,0","2.910,0","27,81M","-0,66%"
"15.09.2019","3.010,0","2.970,0","3.050,0","2.965,0","82,42M","3,79%"
"08.09.2019","2.900,0","2.840,0","2.960,0","2.840,0","56,45M","2,47%"
"01.09.2019","2.830,0","2.715,0","2.830,0","2.655,0","29,21M","3,28%"
"25.08.2019","2.740,0","2.630,0","2.740,0","2.630,0","46,81M","4,78%"
"18.08.2019","2.615,0","2.765,0","2.795,0","2.615,0","37,70M","-4,91%"
"11.08.2019","2.750,0","2.835,0","2.865,0","2.690,0","45,30M","-3,00%"
"04.08.2019","2.835,0","2.900,0","2.900,0","2.790,0","32,81M","-2,24%"
"28.07.2019","2.900,0","2.975,0","2.995,0","2.900,0","49,14M","-2,68%"
"21.07.2019","2.980,0","3.010,0","3.045,0","2.980,0","43,40M","-1,00%"
"14.07.2019","3.010,0","3.065,0","3.080,0","2.935,0","47,06M","-1,95%"
"07.07.2019","3.070,0","3.015,0","3.110,0","2.975,0","31,80M","1,66%"
"30.06.2019","3.020,0","2.920,0","3.020,0","2.895,0","17,77M","3,42%"
"23.06.2019","2.920,0","3.000,0","3.030,0","2.920,0","14,18M","-3,31%"
"16.06.2019","3.020,0","2.775,0","3.030,0","2.775,0","62,40M","8,24%"
"09.06.2019","2.790,0","2.870,0","2.890,0","2.725,0","30,93M","-2,96%"
"02.06.2019","2.875,0","2.785,0","2.875,0","2.740,0","25,57M","3,98%"
"26.05.2019","2.765,0","2.960,0","2.980,0","2.740,0","52,19M","-7,83%"
"19.05.2019","3.000,0","3.070,0","3.105,0","2.925,0","35,02M","-2,28%"
"12.05.2019","3.070,0","3.050,0","3.120,0","2.985,0","44,89M","0,00%"
"05.05.2019","3.070,0","2.900,0","3.075,0","2.880,0","55,31M","4,96%"
"28.04.2019","2.925,0","3.005,0","3.050,0","2.880,0","29,65M","-2,66%"
"21.04.2019","3.005,0","3.040,0","3.125,0","3.000,0","47,50M","-0,83%"
"14.04.2019","3.030,0","3.260,0","3.295,0","3.030,0","20,70M","-7,48%"
"07.04.2019","3.275,0","3.370,0","3.425,0","3.260,0","46,23M","-2,53%"
"31.03.2019","3.360,0","3.460,0","3.465,0","3.350,0","42,48M","-1,61%"
"24.03.2019","3.415,0","3.460,0","3.525,0","3.345,0","40,41M","-0,44%"
"17.03.2019","3.430,0","3.350,0","3.570,0","3.350,0","40,49M","0,88%"
"10.03.2019","3.400,0","3.150,0","3.400,0","3.145,0","57,90M","8,45%"
"03.03.2019","3.135,0","3.180,0","3.260,0","3.080,0","35,37M","-0,95%"
"24.02.2019","3.165,0","3.060,0","3.280,0","3.045,0","62,47M","2,76%"
"17.02.2019","3.080,0","3.020,0","3.105,0","3.020,0","43,27M","0,82%"
"10.02.2019","3.055,0","2.850,0","3.055,0","2.825,0","48,50M","6,63%"
"03.02.2019","2.865,0","2.910,0","2.970,0","2.845,0","33,62M","-2,39%"
"27.01.2019","2.935,0","2.850,0","2.970,0","2.755,0","54,51M","2,62%"
"20.01.2019","2.860,0","2.895,0","2.930,0","2.815,0","38,23M","-1,21%"
"13.01.2019","2.895,0","2.865,0","2.950,0","2.850,0","34,38M","-0,17%"
"06.01.2019","2.900,0","2.850,0","2.965,0","2.815,0","44,07M","3,57%"
"30.12.2018","2.800,0","2.620,0","2.810,0","2.540,0","13,10M","5,86%"
"23.12.2018","2.645,0","2.640,0","2.730,0","2.520,0","5,30M","-0,75%"
"16.12.2018","2.665,0","2.915,0","2.920,0","2.580,0","35,30M","-9,35%"
"09.12.2018","2.940,0","3.060,0","3.090,0","2.910,0","43,63M","-5,16%"
"02.12.2018","3.100,0","3.160,0","3.300,0","3.030,0","49,30M","-0,16%"
"25.11.2018","3.105,0","3.030,0","3.150,0","3.030,0","44,92M","2,81%"
"18.11.2018","3.020,0","3.255,0","3.255,0","2.990,0","51,94M","-7,79%"
"11.11.2018","3.275,0","3.395,0","3.395,0","3.215,0","40,46M","-4,80%"
"04.11.2018","3.440,0","3.495,0","3.530,0","3.350,0","42,13M","0,29%"
"28.10.2018","3.430,0","3.750,0","3.835,0","3.380,0","86,02M","-8,66%"
"21.10.2018","3.755,0","3.955,0","3.980,0","3.650,0","65,87M","-4,94%"
"14.10.2018","3.950,0","3.920,0","4.005,0","3.840,0","46,72M","0,00%"
"07.10.2018","3.950,0","4.000,0","4.110,0","3.885,0","64,38M","-1,62%"
"30.09.2018","4.015,0","4.040,0","4.190,0","4.000,0","49,27M","-0,37%"
"23.09.2018","4.030,0","3.705,0","4.030,0","3.705,0","65,90M","9,51%"
"16.09.2018","3.680,0","3.785,0","4.000,0","3.680,0","89,92M","-2,90%"
"09.09.2018","3.790,0","3.400,0","3.860,0","3.400,0","91,28M","11,14%"
"02.09.2018","3.410,0","3.400,0","3.465,0","3.350,0","40,81M","-0,29%"
"26.08.2018","3.420,0","3.260,0","3.455,0","3.255,0","48,17M","4,59%"
"19.08.2018","3.270,0","3.100,0","3.295,0","3.100,0","42,87M","5,65%"
"12.08.2018","3.095,0","3.050,0","3.145,0","2.985,0","47,77M","0,81%"
"05.08.2018","3.070,0","3.100,0","3.175,0","2.995,0","30,11M","-0,81%"
"29.07.2018","3.095,0","3.000,0","3.165,0","3.000,0","48,71M","3,69%"
"22.07.2018","2.985,0","2.970,0","3.030,0","2.955,0","32,32M","1,19%"
"15.07.2018","2.950,0","2.935,0","2.990,0","2.880,0","31,02M","-0,51%"
"08.07.2018","2.965,0","2.940,0","3.045,0","2.910,0","47,94M","1,02%"
"01.07.2018","2.935,0","3.025,0","3.050,0","2.850,0","26,30M","-2,98%"
"24.06.2018","3.025,0","2.860,0","3.030,0","2.800,0","50,40M","5,03%"
"17.06.2018","2.880,0","2.980,0","3.050,0","2.830,0","69,21M","-2,70%"
"10.06.2018","2.960,0","3.030,0","3.040,0","2.950,0","45,18M","-2,79%"
"03.06.2018","3.045,0","3.080,0","3.105,0","3.005,0","34,66M","-2,09%"
"27.05.2018","3.110,0","2.940,0","3.145,0","2.855,0","97,30M","5,25%"
"20.05.2018","2.955,0","3.150,0","3.205,0","2.930,0","75,44M","-6,19%"
"13.05.2018","3.150,0","3.145,0","3.315,0","3.145,0","66,59M","0,48%"
"06.05.2018","3.135,0","3.120,0","3.180,0","2.955,0","78,95M","1,29%"
"29.04.2018","3.095,0","3.060,0","3.180,0","3.035,0","65,09M","0,81%"
"22.04.2018","3.070,0","3.000,0","3.145,0","2.945,0","87,13M","1,32%"
"15.04.2018","3.030,0","2.830,0","3.045,0","2.755,0","122,16M","6,88%"
"08.04.2018","2.835,0","2.740,0","3.050,0","2.725,0","93,55M","3,85%"
"01.04.2018","2.730,0","2.645,0","2.770,0","2.645,0","67,91M","4,40%"
"25.03.2018","2.615,0","2.690,0","2.810,0","2.580,0","42,30M","-3,15%"
"18.03.2018","2.700,0","2.600,0","2.750,0","2.600,0","95,44M","4,25%"
"11.03.2018","2.590,0","2.505,0","2.605,0","2.465,0","85,98M","3,39%"
"04.03.2018","2.505,0","2.500,0","2.535,0","2.415,0","63,52M","1,01%"
"25.02.2018","2.480,0","2.630,0","2.735,0","2.435,0","97,79M","-5,52%"
"18.02.2018","2.625,0","2.480,0","2.630,0","2.465,0","72,62M","5,63%"
"11.02.2018","2.485,0","2.445,0","2.545,0","2.350,0","88,33M","1,64%"
"04.02.2018","2.445,0","2.650,0","2.650,0","2.315,0","163,88M","-8,26%"
"28.01.2018","2.665,0","2.740,0","2.775,0","2.650,0","95,11M","-3,44%"
"21.01.2018","2.760,0","2.465,0","2.860,0","2.465,0","131,03M","11,97%"
"14.01.2018","2.465,0","2.345,0","2.490,0","2.315,0","94,09M","3,79%"
"07.01.2018","2.375,0","2.500,0","2.625,0","2.335,0","119,95M","-5,00%"
"31.12.2017","2.500,0","2.200,0","2.510,0","2.175,0","72,18M","13,12%"
"24.12.2017","2.210,0","2.030,0","2.210,0","2.010,0","27,47M","9,14%"
"17.12.2017","2.025,0","1.945,0","2.040,0","1.935,0","42,14M","4,65%"
"10.12.2017","1.935,0","1.790,0","1.950,0","1.790,0","84,13M","8,71%"
"03.12.2017","1.780,0","1.760,0","1.790,0","1.755,0","33,86M","0,28%"
"26.11.2017","1.775,0","1.750,0","1.790,0","1.725,0","50,24M","0,85%"
"19.11.2017","1.760,0","1.755,0","1.790,0","1.700,0","44,01M","0,57%"
"12.11.2017","1.750,0","1.785,0","1.785,0","1.730,0","47,90M","-3,31%"
"05.11.2017","1.810,0","1.715,0","1.850,0","1.715,0","91,79M","6,47%"
"29.10.2017","1.700,0","1.625,0","1.775,0","1.625,0","133,99M","5,59%"
"22.10.2017","1.610,0","1.450,0","1.625,0","1.440,0","146,84M","11,42%"
"15.10.2017","1.445,0","1.430,0","1.475,0","1.430,0","53,47M","1,05%"
"08.10.2017","1.430,0","1.390,0","1.430,0","1.390,0","41,17M","2,14%"
"01.10.2017","1.400,0","1.395,0","1.415,0","1.380,0","40,72M","0,00%"
"24.09.2017","1.400,0","1.385,0","1.420,0","1.385,0","98,07M","1,45%"
"17.09.2017","1.380,0","1.370,0","1.390,0","1.365,0","30,93M","0,73%"
"10.09.2017","1.370,0","1.355,0","1.370,0","1.345,0","51,83M","0,74%"
"03.09.2017","1.360,0","1.365,0","1.380,0","1.350,0","24,69M","-0,73%"
"27.08.2017","1.370,0","1.360,0","1.370,0","1.340,0","48,23M","0,74%"
"20.08.2017","1.360,0","1.360,0","1.380,0","1.360,0","27,25M","-0,73%"
"13.08.2017","1.370,0","1.365,0","1.375,0","1.350,0","36,53M","0,37%"
"06.08.2017","1.365,0","1.380,0","1.400,0","1.365,0","32,62M","-1,44%"
"30.07.2017","1.385,0","1.390,0","1.395,0","1.360,0","38,85M","-0,72%"
"23.07.2017","1.395,0","1.370,0","1.405,0","1.365,0","41,54M","1,45%"
"16.07.2017","1.375,0","1.395,0","1.400,0","1.365,0","23,14M","-1,79%"
"09.07.2017","1.400,0","1.350,0","1.405,0","1.350,0","45,44M","3,32%"
"02.07.2017","1.355,0","1.390,0","1.400,0","1.345,0","27,56M","-1,81%"
"25.06.2017","1.380,0","1.340,0","1.385,0","1.340,0","42,52M","2,99%"
"18.06.2017","1.340,0","1.350,0","1.355,0","1.320,0","43,83M","-1,83%"
"11.06.2017","1.365,0","1.375,0","1.395,0","1.335,0","51,85M","-0,36%"
"04.06.2017","1.370,0","1.335,0","1.400,0","1.335,0","62,32M","2,62%"
"28.05.2017","1.335,0","1.390,0","1.390,0","1.310,0","80,49M","-4,30%"
"21.05.2017","1.395,0","1.430,0","1.440,0","1.385,0","52,58M","-2,79%"
"14.05.2017","1.435,0","1.455,0","1.485,0","1.380,0","85,17M","-0,69%"
"07.05.2017","1.445,0","1.370,0","1.450,0","1.365,0","123,52M","5,86%"
"30.04.2017","1.365,0","1.350,0","1.365,0","1.335,0","82,86M","0,37%"
"23.04.2017","1.360,0","1.375,0","1.385,0","1.335,0","67,34M","-0,37%"
"16.04.2017","1.365,0","1.380,0","1.380,0","1.360,0","81,11M","-2,50%"
"09.04.2017","1.400,0","1.370,0","1.400,0","1.370,0","29,92M","2,56%"
"02.04.2017","1.365,0","1.345,0","1.375,0","1.330,0","66,09M","1,11%"
"26.03.2017","1.350,0","1.315,0","1.350,0","1.300,0","40,71M","2,66%"
"19.03.2017","1.315,0","1.315,0","1.330,0","1.300,0","38,25M","1,15%"
"12.03.2017","1.300,0","1.315,0","1.325,0","1.285,0","62,61M","-1,14%"
"05.03.2017","1.315,0","1.320,0","1.335,0","1.275,0","39,15M","-0,38%"
"26.02.2017","1.320,0","1.320,0","1.335,0","1.295,0","34,12M","0,00%"
"19.02.2017","1.320,0","1.345,0","1.360,0","1.305,0","50,40M","-2,22%"
"12.02.2017","1.350,0","1.370,0","1.380,0","1.340,0","55,88M","-2,17%"
"05.02.2017","1.380,0","1.385,0","1.385,0","1.345,0","97,82M","-0,36%"
"29.01.2017","1.385,0","1.390,0","1.395,0","1.360,0","55,72M","-0,36%"
"22.01.2017","1.390,0","1.385,0","1.410,0","1.370,0","57,69M","0,36%"
"15.01.2017","1.385,0","1.400,0","1.405,0","1.385,0","30,81M","-1,42%"
"08.01.2017","1.405,0","1.380,0","1.425,0","1.375,0","29,46M","0,72%"
"01.01.2017","1.395,0","1.370,0","1.415,0","1.360,0","37,66M","1,09%"
"25.12.2016","1.380,0","1.345,0","1.385,0","1.340,0","10,36M","3,37%"
"18.12.2016","1.335,0","1.375,0","1.400,0","1.330,0","36,76M","-3,26%"
"11.12.2016","1.380,0","1.320,0","1.380,0","1.320,0","75,71M","4,55%"
"04.12.2016","1.320,0","1.330,0","1.345,0","1.300,0","27,75M","0,00%"
"27.11.2016","1.320,0","1.295,0","1.370,0","1.240,0","66,97M","2,33%"
"20.11.2016","1.290,0","1.300,0","1.325,0","1.285,0","26,93M","0,78%"
"13.11.2016","1.280,0","1.270,0","1.310,0","1.270,0","32,39M","0,79%"
"06.11.2016","1.270,0","1.305,0","1.330,0","1.230,0","46,24M","-2,31%"
"30.10.2016","1.300,0","1.315,0","1.335,0","1.285,0","61,65M","-1,14%"
"23.10.2016","1.315,0","1.340,0","1.355,0","1.315,0","47,18M","-2,23%"
"16.10.2016","1.345,0","1.315,0","1.385,0","1.300,0","40,85M","2,28%"
"09.10.2016","1.315,0","1.315,0","1.345,0","1.300,0","40,93M","0,00%"
"02.10.2016","1.315,0","1.250,0","1.330,0","1.200,0","71,91M","5,20%"
"25.09.2016","1.250,0","1.225,0","1.270,0","1.160,0","69,39M","2,88%"
"18.09.2016","1.215,0","1.250,0","1.255,0","1.185,0","63,09M","-1,22%"
"11.09.2016","1.230,0","1.360,0","1.360,0","1.230,0","75,13M","-9,56%"
"04.09.2016","1.360,0","1.320,0","1.400,0","1.320,0","69,19M","3,03%"
"28.08.2016","1.320,0","1.315,0","1.335,0","1.285,0","36,04M","0,00%"
"21.08.2016","1.320,0","1.320,0","1.340,0","1.265,0","47,64M","0,00%"
"14.08.2016","1.320,0","1.235,0","1.335,0","1.230,0","44,51M","8,20%"
"07.08.2016","1.220,0","1.245,0","1.260,0","1.215,0","36,06M","-0,81%"
"31.07.2016","1.230,0","1.280,0","1.300,0","1.200,0","46,25M","-5,38%"
"24.07.2016","1.300,0","1.355,0","1.355,0","1.285,0","44,62M","-4,41%"
"17.07.2016","1.360,0","1.390,0","1.410,0","1.350,0","47,13M","-2,86%"
"10.07.2016","1.400,0","1.360,0","1.415,0","1.350,0","37,40M","3,70%"
"03.07.2016","1.350,0","1.390,0","1.405,0","1.350,0","31,93M","-3,91%"
"26.06.2016","1.405,0","1.385,0","1.405,0","1.365,0","33,27M","0,36%"
"19.06.2016","1.400,0","1.430,0","1.435,0","1.360,0","58,85M","-1,06%"
"12.06.2016","1.415,0","1.410,0","1.430,0","1.380,0","55,88M","0,35%"
"05.06.2016","1.410,0","1.375,0","1.465,0","1.375,0","58,46M","2,92%"
"29.05.2016","1.370,0","1.400,0","1.405,0","1.320,0","46,09M","-1,79%"
"22.05.2016","1.395,0","1.390,0","1.425,0","1.370,0","51,12M","-0,36%"
"15.05.2016","1.400,0","1.420,0","1.470,0","1.370,0","73,69M","-0,36%"
"08.05.2016","1.405,0","1.375,0","1.435,0","1.365,0","42,36M","0,72%"
"01.05.2016","1.395,0","1.410,0","1.445,0","1.330,0","75,77M","-1,41%"
"24.04.2016","1.415,0","1.445,0","1.485,0","1.405,0","103,54M","-1,39%"
"17.04.2016","1.435,0","1.345,0","1.470,0","1.295,0","109,80M","6,30%"
"10.04.2016","1.350,0","1.280,0","1.425,0","1.280,0","83,97M","5,47%"
"03.04.2016","1.280,0","1.300,0","1.320,0","1.220,0","77,53M","-1,54%"
"27.03.2016","1.300,0","1.300,0","1.320,0","1.235,0","73,17M","-2,99%"
"20.03.2016","1.340,0","1.320,0","1.350,0","1.300,0","32,21M","1,13%"
"13.03.2016","1.325,0","1.340,0","1.395,0","1.270,0","90,04M","-2,57%"
"06.03.2016","1.360,0","1.320,0","1.435,0","1.300,0","133,73M","-0,37%"
"28.02.2016","1.365,0","1.165,0","1.385,0","1.140,0","145,14M","17,67%"
"21.02.2016","1.160,0","1.155,0","1.195,0","1.115,0","123,99M","2,65%"
"14.02.2016","1.130,0","1.070,0","1.190,0","1.040,0","113,66M","6,10%"
"07.02.2016","1.065,0","1.035,0","1.065,0","1.000,0","96,50M","1,91%"
"31.01.2016","1.045,0","1.000,0","1.080,0","975,0","77,95M","1,46%"
"24.01.2016","1.030,0","1.010,0","1.060,0","950,0","84,25M","0,98%"
"17.01.2016","1.020,0","970,0","1.020,0","880,0","65,60M","4,29%"
"10.01.2016","978,0","1.005,0","1.005,0","947,0","39,54M","-3,65%"
"03.01.2016","1.015,0","1.120,0","1.140,0","1.010,0","23,76M","-8,56%"
"27.12.2015","1.110,0","1.170,0","1.195,0","1.100,0","7,42M","-5,13%"
"20.12.2015","1.170,0","1.175,0","1.230,0","1.135,0","18,55M","-4,88%"
"13.12.2015","1.230,0","1.085,0","1.230,0","1.080,0","50,40M","11,31%"
"06.12.2015","1.105,0","1.185,0","1.195,0","1.100,0","24,70M","-8,30%"
"29.11.2015","1.205,0","1.320,0","1.340,0","1.195,0","62,90M","-7,31%"
"22.11.2015","1.300,0","1.300,0","1.370,0","1.290,0","43,70M","0,39%"
"15.11.2015","1.295,0","1.390,0","1.395,0","1.290,0","37,97M","-4,07%"
"08.11.2015","1.350,0","1.410,0","1.420,0","1.310,0","38,62M","-4,26%"
"01.11.2015","1.410,0","1.385,0","1.425,0","1.385,0","44,41M","4,44%"
"25.10.2015","1.350,0","1.365,0","1.390,0","1.320,0","28,34M","-1,46%"
"18.10.2015","1.370,0","1.445,0","1.445,0","1.355,0","39,55M","-6,16%"
"11.10.2015","1.460,0","1.495,0","1.510,0","1.440,0","42,96M","-2,67%"
"04.10.2015","1.500,0","1.350,0","1.535,0","1.350,0","76,55M","11,94%"
"27.09.2015","1.340,0","1.340,0","1.385,0","1.285,0","34,44M","-0,74%"
"20.09.2015","1.350,0","1.430,0","1.440,0","1.340,0","24,26M","-5,26%"
"13.09.2015","1.425,0","1.415,0","1.460,0","1.385,0","56,95M","1,42%"
"06.09.2015","1.405,0","1.495,0","1.515,0","1.395,0","36,74M","-6,33%"
"30.08.2015","1.500,0","1.545,0","1.595,0","1.485,0","52,48M","-2,91%"
"23.08.2015","1.545,0","1.445,0","1.605,0","1.395,0","58,37M","5,82%"
"16.08.2015","1.460,0","1.505,0","1.515,0","1.440,0","42,28M","-3,31%"
"09.08.2015","1.510,0","1.520,0","1.545,0","1.490,0","57,22M","-3,51%"
"02.08.2015","1.565,0","1.605,0","1.605,0","1.520,0","31,71M","-2,80%"
"26.07.2015","1.610,0","1.575,0","1.660,0","1.545,0","71,70M","1,58%"
"19.07.2015","1.585,0","1.605,0","1.640,0","1.580,0","25,35M","-1,55%"
"12.07.2015","1.610,0","1.605,0","1.655,0","1.600,0","49,84M","-0,92%"
"05.07.2015","1.625,0","1.650,0","1.655,0","1.565,0","56,40M","-1,52%"
"28.06.2015","1.650,0","1.695,0","1.730,0","1.645,0","21,74M","-3,51%"
"21.06.2015","1.710,0","1.625,0","1.760,0","1.625,0","46,73M","4,59%"
"14.06.2015","1.635,0","1.750,0","1.750,0","1.625,0","54,39M","-8,66%"
"07.06.2015","1.790,0","1.835,0","1.870,0","1.785,0","50,96M","-1,38%"
"31.05.2015","1.815,0","1.825,0","1.845,0","1.785,0","42,99M","0,00%"
"24.05.2015","1.815,0","1.935,0","1.940,0","1.800,0","44,03M","-6,20%"
"17.05.2015","1.935,0","1.940,0","1.945,0","1.865,0","27,49M","-1,53%"
"10.05.2015","1.965,0","1.950,0","2.020,0","1.875,0","58,16M","1,29%"
"03.05.2015","1.940,0","2.030,0","2.105,0","1.935,0","56,08M","-4,43%"
"26.04.2015","2.030,0","2.065,0","2.090,0","2.030,0","24,73M","-1,46%"
"19.04.2015","2.060,0","2.050,0","2.085,0","1.975,0","36,60M","0,00%"
"12.04.2015","2.060,0","2.035,0","2.110,0","2.025,0","61,26M","1,98%"
"05.04.2015","2.020,0","1.985,0","2.080,0","1.985,0","64,15M","1,00%"
"29.03.2015","2.000,0","1.985,0","2.010,0","1.955,0","18,39M","1,52%"
"22.03.2015","1.970,0","1.990,0","2.005,0","1.935,0","51,27M","-0,25%"
"15.03.2015","1.975,0","1.880,0","1.975,0","1.795,0","85,76M","5,05%"
"08.03.2015","1.880,0","1.875,0","1.880,0","1.750,0","57,46M","0,27%"
"01.03.2015","1.875,0","2.095,0","2.095,0","1.860,0","43,43M","-10,07%"
"22.02.2015","2.085,0","2.100,0","2.175,0","2.065,0","38,01M","-1,18%"
"15.02.2015","2.110,0","2.180,0","2.230,0","2.095,0","41,35M","-4,09%"
"08.02.2015","2.200,0","2.220,0","2.235,0","1.980,0","80,25M","-0,68%"
"01.02.2015","2.215,0","1.960,0","2.335,0","1.960,0","107,88M","13,30%"
"25.01.2015","1.955,0","2.000,0","2.045,0","1.920,0","68,30M","-2,74%"
"18.01.2015","2.010,0","1.880,0","2.010,0","1.840,0","42,47M","6,91%"
"11.01.2015","1.880,0","1.920,0","1.940,0","1.830,0","51,31M","-4,33%"
"04.01.2015","1.965,0","1.935,0","1.965,0","1.795,0","39,54M","0,51%"
"28.12.2014","1.955,0","2.100,0","2.100,0","1.940,0","15,94M","-6,24%"
"21.12.2014","2.085,0","2.000,0","2.130,0","1.940,0","35,80M","4,25%"
"14.12.2014","2.000,0","1.870,0","2.085,0","1.750,0","61,91M","6,95%"
"07.12.2014","1.870,0","2.075,0","2.080,0","1.835,0","44,25M","-14,02%"
"30.11.2014","2.175,0","2.280,0","2.310,0","2.135,0","47,82M","-5,02%"
"23.11.2014","2.290,0","2.715,0","2.715,0","2.230,0","35,34M","-15,65%"
"16.11.2014","2.715,0","2.670,0","2.760,0","2.645,0","47,48M","1,88%"
"09.11.2014","2.665,0","2.700,0","2.730,0","2.590,0","54,49M","-0,93%"
"02.11.2014","2.690,0","2.730,0","2.735,0","2.555,0","59,09M","-2,18%"
"26.10.2014","2.750,0","2.910,0","2.950,0","2.730,0","44,22M","-6,46%"
"19.10.2014","2.940,0","3.010,0","3.050,0","2.910,0","35,46M","-2,33%"
"12.10.2014","3.010,0","2.920,0","3.095,0","2.900,0","41,80M","3,08%"
"05.10.2014","2.920,0","3.135,0","3.160,0","2.920,0","56,90M","-6,11%"
